OG0004339: CAFRA.g5381.t1 CANGA.Cang_2012_03_13_00005.g399.t1 CBREN.CBN01020 CBRIG.CBG02720 CCAST.g5173.t1 CDOUG.g22128.t1 CELEG.T19H5.4a CJAPO.CJA11151 CKAMA.g4705.t1 CLATE.FL83_12743-RA CMONO.g19726.t1 CNOUR.g13621.t1 CPLIC.g11679.t1 CREMA.FL82_05895-RA CSINI.Csp5_scaffold_00438.g11377.t1 CSP21.g981.t1 CSP26.g20449.t1 CSP28.g12869.t1 CSP29.g6585.t1 CSP31.g27140.t1 CSP32.g14302.t1 CSP34.Sp34_20198210.t1 CSP38.g3009.t1 CSP39.g16337.t1 CSP40.g6196.t1 CTROP.Csp11.Scaffold629.g7914.t1 CVIRI.g7496.t1 DCORO.DCO_022139
OG0005541: CAFRA.g19138.t1 CANGA.Cang_2012_03_13_01244.g16071.t1 CBREN.CBN16017 CBRIG.CBG17708 CCAST.g2136.t1 CDOUG.g1680.t1 CELEG.C49H3.3.1 CJAPO.CJA09836 CKAMA.g18642.t1 CLATE.FL83_16005-RA CMONO.g1574.t1 CNOUR.g3471.t1 CPLIC.g4607.t1 CREMA.FL82_23116-RA CSINI.Csp5_scaffold_00067.g3194.t1 CSP21.g3297.t1 CSP26.g12576.t1 CSP28.g13932.t1 CSP29.g3258.t1 CSP31.g21603.t1 CSP32.g14744.t1 CSP34.Sp34_40103200.t1 CSP38.g21684.t1 CSP39.g22381.t1 CSP40.g6573.t1 CTROP.Csp11.Scaffold629.g12804.t1 CVIRI.g4198.t1 DCORO.DCO_023717
OG0005542: CAFRA.g19155.t1 CANGA.Cang_2012_03_13_00001.g54.t1 CBREN.CBN03934 CBRIG.CBG17683 CCAST.g12254.t1 CDOUG.g1695.t1 CELEG.T14A8.1 CJAPO.CJA17896 CKAMA.g18658.t1 CLATE.FL83_19190-RA CMONO.g3392.t1 CNOUR.g3454.t1 CPLIC.g2256.t1 CREMA.FL82_02965-RA CSINI.Csp5_scaffold_00067.g3164.t1 CSP21.g603.t1 CSP26.g14939.t1 CSP28.g13913.t1 CSP29.g3275.t1 CSP31.g3663.t1 CSP32.g14726.t1 CSP34.Sp34_40101020.t1 CSP38.g16625.t1 CSP39.g3782.t1 CSP40.g6594.t1 CTROP.Csp11.Scaffold629.g7539.t1 CVIRI.g1633.t1 DCORO.DCO_011769
OG0005564: CAFRA.g19688.t1 CANGA.Cang_2012_03_13_00827.g14420.t1 CBREN.CBN08248 CBRIG.CBG19415 CCAST.g7629.t1 CDOUG.g18512.t1 CELEG.T07C12.9 CJAPO.CJA16743 CKAMA.g10728.t1 CLATE.FL83_20074-RA CMONO.g174.t1 CNOUR.g289.t1 CPLIC.g10263.t1 CREMA.FL82_23345-RA CSINI.Csp5_scaffold_00006.g394.t1 CSP21.g13160.t1 CSP26.g9543.t1 CSP28.g3968.t1 CSP29.g9226.t1 CSP31.g11834.t1 CSP32.g8710.t1 CSP34.Sp34_50261710.t1 CSP38.g5100.t1 CSP39.g671.t1 CSP40.g4034.t1 CTROP.Csp11.Scaffold629.g15779.t1 CVIRI.g15638.t1 DCORO.DCO_027653
OG0005605: CAFRA.g121.t1 CANGA.Cang_2012_03_13_00476.g11282.t1 CBREN.CBN09594 CBRIG.CBG12498 CCAST.g10281.t1 CDOUG.g2144.t1 CELEG.F43G9.9.1 CJAPO.CJA03272a CKAMA.g8849.t1 CLATE.FL83_07068-RA CMONO.g15696.t1 CNOUR.g209.t1 CPLIC.g4476.t1 CREMA.FL82_17752-RA CSINI.Csp5_scaffold_07640.g37993.t1 CSP21.g9871.t1 CSP26.g12426.t1 CSP28.g16924.t1 CSP29.g998.t1 CSP31.g8268.t1 CSP32.g7689.t1 CSP34.Sp34_10313300.t1 CSP38.g10751.t1 CSP39.g2441.t1 CSP40.g24325.t1 CTROP.Csp11.Scaffold630.g20464.t1 CVIRI.g2799.t1 DCORO.DCO_021109
OG0005620: CAFRA.g362.t1 CANGA.Cang_2012_03_13_00586.g12511.t1 CBREN.CBN20234 CBRIG.CBG13114 CCAST.g8777.t1 CDOUG.g798.t1 CELEG.F32A5.6 CJAPO.CJA15963 CKAMA.g1916.t1 CLATE.FL83_09475-RA CMONO.g6668.t1 CNOUR.g1122.t1 CPLIC.g14235.t1 CREMA.FL82_14362-RA CSINI.Csp5_scaffold_00152.g5743.t1 CSP21.g9116.t1 CSP26.g6944.t1 CSP28.g15753.t1 CSP29.g10027.t1 CSP31.g11889.t1 CSP32.g6982.t1 CSP34.Sp34_20259400.t1 CSP38.g11355.t1 CSP39.g18248.t1 CSP40.g8357.t1 CTROP.Csp11.Scaffold485.g1928.t1 CVIRI.g8889.t1 DCORO.DCO_014921
OG0005627: CAFRA.g470.t1 CANGA.Cang_2012_03_13_00384.g10095.t1 CBREN.CBN32864 CBRIG.CBG21507 CCAST.g2051.t1 CDOUG.g21168.t1 CELEG.Y57G11C.16 CJAPO.CJA16946a CKAMA.g8556.t1 CLATE.FL83_15909-RA CMONO.g7685.t1 CNOUR.g21682.t1 CPLIC.g4594.t1 CREMA.FL82_04929-RA CSINI.Csp5_scaffold_02078.g24744.t1 CSP21.g11711.t1 CSP26.g9463.t1 CSP28.g7764.t1 CSP29.g2722.t1 CSP31.g15822.t1 CSP32.g636.t1 CSP34.Sp34_40181600.t1 CSP38.g13706.t1 CSP39.g15394.t1 CSP40.g5486.t1 CTROP.Csp11.Scaffold629.g15278.t1 CVIRI.g9029.t1 DCORO.DCO_022489
OG0005633: CAFRA.g564.t1 CANGA.Cang_2012_03_13_00907.g14870.t1 CBREN.CBN21611 CBRIG.CBG09340 CCAST.g9915.t1 CDOUG.g1843.t1 CELEG.F25B4.9 CJAPO.CJA41002 CKAMA.g10410.t1 CLATE.FL83_24045-RA CMONO.g16174.t1 CNOUR.g13136.t1 CPLIC.g2072.t1 CREMA.FL82_20402-RA CSINI.Csp5_scaffold_00162.g6002.t1 CSP21.g4555.t1 CSP26.g14245.t1 CSP28.g67.t1 CSP29.g2178.t1 CSP31.g18045.t1 CSP32.g17499.t1 CSP34.Sp34_50199100.t1 CSP38.g14933.t1 CSP39.g21838.t1 CSP40.g24598.t1 CTROP.Csp11.Scaffold536.g3297.t1 CVIRI.g3382.t1 DCORO.DCO_017953
OG0005636: CAFRA.g699.t1 CANGA.Cang_2012_03_13_00127.g5105.t1 CBREN.CBN12900 CBRIG.CBG20802 CCAST.g8236.t1 CDOUG.g16520.t1 CELEG.Y48C3A.3 CJAPO.CJA02532 CKAMA.g4857.t1 CLATE.FL83_06856-RA CMONO.g3752.t1 CNOUR.g1542.t1 CPLIC.g12661.t1 CREMA.FL82_05697-RA CSINI.Csp5_scaffold_00020.g1226.t2 CSP21.g13589.t1 CSP26.g11567.t1 CSP28.g14465.t1 CSP29.g7023.t1 CSP31.g16446.t1 CSP32.g3261.t1 CSP34.Sp34_20072410.t1 CSP38.g3564.t1 CSP39.g22969.t1 CSP40.g5600.t1 CTROP.Csp11.Scaffold586.g4884.t1 CVIRI.g2207.t1 DCORO.DCO_014685
OG0005642: CAFRA.g765.t1 CANGA.Cang_2012_03_13_00306.g8901.t1 CBREN.CBN15004 CBRIG.CBG18783 CCAST.g6701.t1 CDOUG.g25495.t1 CELEG.F09C3.2 CJAPO.CJA16558 CKAMA.g2026.t1 CLATE.FL83_17479-RA CMONO.g13772.t1 CNOUR.g21311.t1 CPLIC.g14811.t1 CREMA.FL82_04491-RA CSINI.Csp5_scaffold_04241.g32449.t1 CSP21.g8023.t1 CSP26.g10615.t1 CSP28.g2605.t1 CSP29.g16883.t1 CSP31.g5739.t1 CSP32.g4740.t1 CSP34.Sp34_10020900.t1 CSP38.g14432.t1 CSP39.g9468.t1 CSP40.g13833.t1 CTROP.Csp11.Scaffold525.g3033.t1 CVIRI.g6809.t1 DCORO.DCO_018569
OG0005643: CAFRA.g776.t1 CANGA.Cang_2012_03_13_00187.g6544.t1 CBREN.CBN07983 CBRIG.CBG13601 CCAST.g4616.t1 CDOUG.g7045.t1 CELEG.W02A11.1 CJAPO.CJA02442 CKAMA.g1999.t1 CLATE.FL83_13876-RA CMONO.g11197.t1 CNOUR.g11510.t1 CPLIC.g14067.t1 CREMA.FL82_12608-RA CSINI.Csp5_scaffold_00357.g10048.t1 CSP21.g6776.t1 CSP26.g8196.t1 CSP28.g2623.t1 CSP29.g10660.t1 CSP31.g804.t1 CSP32.g4751.t1 CSP34.Sp34_10016600.t1 CSP38.g7833.t1 CSP39.g13364.t1 CSP40.g9212.t1 CTROP.Csp11.Scaffold574.g4419.t1 CVIRI.g1570.t1 DCORO.DCO_009437
OG0005650: CAFRA.g1034.t1 CANGA.Cang_2012_03_13_00336.g9397.t1 CBREN.CBN18492 CBRIG.CBG19963 CCAST.g12418.t1 CDOUG.g22838.t1 CELEG.Y4C6B.7a CJAPO.CJA13099 CKAMA.g16335.t1 CLATE.FL83_11833-RA CMONO.g7735.t1 CNOUR.g10018.t2 CPLIC.g2869.t1 CREMA.FL82_04384-RA CSINI.Csp5_scaffold_01473.g21138.t1 CSP21.g14.t1 CSP26.g7032.t1 CSP28.g3237.t1 CSP29.g16757.t1 CSP31.g21525.t1 CSP32.g3871.t1 CSP34.Sp34_40333300.t1 CSP38.g9105.t1 CSP39.g2886.t1 CSP40.g1155.t1 CTROP.Csp11.Scaffold494.g2173.t1 CVIRI.g1097.t1 DCORO.DCO_021807
OG0005669: CAFRA.g1350.t1 CANGA.Cang_2012_03_13_00306.g8907.t1 CBREN.CBN31651 CBRIG.CBG02242 CCAST.g6706.t1 CDOUG.g9643.t1 CELEG.F25H2.2 CJAPO.CJA08827a CKAMA.g7500.t1 CLATE.FL83_05203-RA CMONO.g2047.t1 CNOUR.g16155.t1 CPLIC.g1433.t1 CREMA.FL82_15769-RA CSINI.Csp5_scaffold_03456.g30259.t1 CSP21.g8263.t1 CSP26.g14111.t1 CSP28.g11987.t1 CSP29.g13691.t1 CSP31.g3035.t1 CSP32.g750.t1 CSP34.Sp34_10214600.t1 CSP38.g14438.t1 CSP39.g22094.t1 CSP40.g15161.t1 CTROP.Csp11.Scaffold547.g3527.t2 CVIRI.g17053.t1 DCORO.DCO_007983
OG0005670: CAFRA.g1351.t1 CANGA.Cang_2012_03_13_21396.g26657.t1 CBREN.CBN13348 CBRIG.CBG02241 CCAST.g6707.t1 CDOUG.g9644.t1 CELEG.F25H2.1 CJAPO.CJA11563 CKAMA.g7501.t1 CLATE.FL83_05204-RA CMONO.g2046.t1 CNOUR.g16154.t1 CPLIC.g1432.t1 CREMA.FL82_15770-RA CSINI.Csp5_scaffold_01003.g17484.t1 CSP21.g8264.t1 CSP26.g14112.t1 CSP28.g11988.t1 CSP29.g13692.t1 CSP31.g3036.t1 CSP32.g16871.t1 CSP34.Sp34_10214700.t1 CSP38.g14439.t1 CSP39.g8052.t1 CSP40.g15162.t1 CTROP.Csp11.Scaffold547.g3526.t1 CVIRI.g17075.t1 DCORO.DCO_018141
OG0005676: CAFRA.g1456.t1 CANGA.Cang_2012_03_13_00650.g13155.t1 CBREN.CBN22213 CBRIG.CBG12390 CCAST.g17944.t1 CDOUG.g3715.t1 CELEG.T08G11.4a.1 CJAPO.CJA13845 CKAMA.g2966.t1 CLATE.FL83_05102-RA CMONO.g1370.t1 CNOUR.g9567.t1 CPLIC.g13085.t1 CREMA.FL82_15671-RA CSINI.Csp5_scaffold_00231.g7576.t1 CSP21.g11432.t1 CSP26.g12158.t1 CSP28.g12310.t1 CSP29.g20783.t1 CSP31.g7569.t1 CSP32.g2928.t1 CSP34.Sp34_10121300.t1 CSP38.g188.t1 CSP39.g28075.t1 CSP40.g24225.t1 CTROP.Csp11.Scaffold630.g20562.t1 CVIRI.g7654.t1 DCORO.DCO_007659
OG0005687: CAFRA.g1571.t1 CANGA.Cang_2012_03_13_00893.g14795.t1 CBREN.CBN00166 CBRIG.CBG09687 CCAST.g4986.t1 CDOUG.g17277.t1 CELEG.ZC302.1.1 CJAPO.CJA12178 CKAMA.g10854.t1 CLATE.FL83_12241-RA CMONO.g20212.t1 CNOUR.g4297.t1 CPLIC.g678.t1 CREMA.FL82_22986-RA CSINI.Csp5_scaffold_01144.g18730.t1 CSP21.g16299.t1 CSP26.g10326.t1 CSP28.g14307.t1 CSP29.g17138.t1 CSP31.g14398.t1 CSP32.g12612.t1 CSP34.Sp34_50298800.t1 CSP38.g18208.t1 CSP39.g3296.t1 CSP40.g1525.t1 CTROP.Csp11.Scaffold629.g15552.t1 CVIRI.g389.t1 DCORO.DCO_005781
OG0005691: CAFRA.g1637.t1 CANGA.Cang_2012_03_13_00224.g7352.t1 CBREN.CBN10338 CBRIG.CBG09642 CCAST.g10340.t1 CDOUG.g3226.t1 CELEG.F32G8.6 CJAPO.CJA17108 CKAMA.g6377.t1 CLATE.FL83_11790-RA CMONO.g6624.t1 CNOUR.g22572.t1 CPLIC.g12723.t1 CREMA.FL82_09139-RA CSINI.Csp5_scaffold_00522.g12421.t1 CSP21.g4551.t1 CSP26.g302.t1 CSP28.g5687.t1 CSP29.g18738.t1 CSP31.g731.t1 CSP32.g487.t1 CSP34.Sp34_50294900.t1 CSP38.g4626.t1 CSP39.g8701.t1 CSP40.g1492.t1 CTROP.Csp11.Scaffold629.g15525.t1 CVIRI.g2259.t1 DCORO.DCO_019115
OG0005700: CAFRA.g1742.t1 CANGA.Cang_2012_03_13_00494.g11509.t3 CBREN.CBN16606 CBRIG.CBG05547 CCAST.g473.t1 CDOUG.g13891.t1 CELEG.C39E9.3 CJAPO.CJA06349 CKAMA.g13606.t1 CLATE.FL83_21566-RA CMONO.g6542.t1 CNOUR.g7241.t1 CPLIC.g13018.t1 CREMA.FL82_13067-RA CSINI.Csp5_scaffold_02517.g26812.t1 CSP21.g7835.t1 CSP26.g20591.t1 CSP28.g7525.t1 CSP29.g19777.t1 CSP31.g2247.t1 CSP32.g9940.t1 CSP34.Sp34_50426400.t1 CSP38.g7101.t1 CSP39.g20768.t1 CSP40.g1937.t1 CTROP.Csp11.Scaffold629.g12015.t1 CVIRI.g9763.t1 DCORO.DCO_016757
OG0005705: CAFRA.g1780.t1 CANGA.Cang_2012_03_13_00037.g2073.t1 CBREN.CBN20020 CBRIG.CBG23701 CCAST.g14672.t1 CDOUG.g10785.t1 CELEG.Y39B6A.38 CJAPO.CJA00141b CKAMA.g11292.t1 CLATE.FL83_16284-RA CMONO.g3920.t2 CNOUR.g1003.t1 CPLIC.g6692.t1 CREMA.FL82_22634-RA CSINI.Csp5_scaffold_00997.g17411.t1 CSP21.g7978.t1 CSP26.g2380.t1 CSP28.g306.t1 CSP29.g18382.t1 CSP31.g2213.t1 CSP32.g9975.t1 CSP34.Sp34_50422000.t1 CSP38.g7527.t1 CSP39.g7417.t1 CSP40.g3087.t1 CTROP.Csp11.Scaffold520.g2828.t1 CVIRI.g13.t1 DCORO.DCO_011221
OG0005708: CAFRA.g1830.t1 CANGA.Cang_2012_03_13_00004.g345.t2 CBREN.CBN23123 CBRIG.CBG20923 CCAST.g6065.t1 CDOUG.g9669.t1 CELEG.Y57A10A.20 CJAPO.CJA14563 CKAMA.g11602.t1 CLATE.FL83_09839-RA CMONO.g12439.t2 CNOUR.g15256.t1 CPLIC.g5154.t1 CREMA.FL82_14539-RA CSINI.Csp5_scaffold_00821.g15795.t1 CSP21.g2945.t1 CSP26.g4177.t1 CSP28.g15302.t1 CSP29.g12756.t1 CSP31.g23477.t1 CSP32.g552.t1 CSP34.Sp34_20054500.t1 CSP38.g11442.t1 CSP39.g4208.t2 CSP40.g5740.t1 CTROP.Csp11.Scaffold602.g5488.t1 CVIRI.g1864.t1 DCORO.DCO_007395
OG0005717: CAFRA.g2039.t1 CANGA.Cang_2012_03_13_00492.g11484.t1 CBREN.CBN11727 CBRIG.CBG18552 CCAST.g7646.t1 CDOUG.g11118.t1 CELEG.ZC123.4b CJAPO.CJA33480 CKAMA.g7102.t1 CLATE.FL83_06310-RA CMONO.g1505.t1 CNOUR.g7057.t1 CPLIC.g5480.t1 CREMA.FL82_16152-RA CSINI.Csp5_scaffold_00621.g13657.t2 CSP21.g4243.t1 CSP26.g15182.t1 CSP28.g10976.t1 CSP29.g17637.t1 CSP31.g781.t1 CSP32.g6594.t1 CSP34.Sp34_10230300.t1 CSP38.g7871.t1 CSP39.g3215.t2 CSP40.g1604.t1 CTROP.Csp11.Scaffold630.g17587.t1 CVIRI.g6153.t1 DCORO.DCO_008105
OG0005718: CAFRA.g2042.t2 CANGA.Cang_2012_03_13_00073.g3454.t2 CBREN.CBN12703 CBRIG.CBG05130 CCAST.g10755.t1 CDOUG.g11122.t2 CELEG.Y34D9B.1b CJAPO.CJA32996a CKAMA.g7105.t1 CLATE.FL83_06315-RB CMONO.g786.t1 CNOUR.g7054.t2 CPLIC.g6391.t1 CREMA.FL82_16159-RA CSINI.Csp5_scaffold_00789.g15484.t1 CSP21.g8266.t1 CSP26.g11642.t2 CSP28.g10979.t1 CSP29.g17640.t1 CSP31.g14496.t1 CSP32.g6597.t1 CSP34.Sp34_10231200.t1 CSP38.g13339.t1 CSP39.g192.t1 CSP40.g1607.t2 CTROP.Csp11.Scaffold629.g14854.t2 CVIRI.g3738.t1 DCORO.DCO_009001
OG0005720: CAFRA.g2057.t2 CANGA.Cang_2012_03_13_00010.g820.t2 CBREN.CBN00816 CBRIG.CBG05109 CCAST.g16400.t1 CDOUG.g22880.t1 CELEG.Y65B4BL.5c CJAPO.CJA15111 CKAMA.g8320.t1 CLATE.FL83_06339-RA CMONO.g10033.t1 CNOUR.g2454.t2 CPLIC.g9238.t1 CREMA.FL82_16178-RA CSINI.Csp5_scaffold_01753.g22929.t1 CSP21.g15281.t1 CSP26.g22124.t1 CSP28.g3925.t1 CSP29.g17654.t1 CSP31.g14489.t2 CSP32.g6612.t1 CSP34.Sp34_10253400.t1 CSP38.g2309.t1 CSP39.g18630.t2 CSP40.g16660.t1 CTROP.Csp11.Scaffold629.g9926.t1 CVIRI.g5319.t1 DCORO.DCO_005911
OG0005725: CAFRA.g2085.t1 CANGA.Cang_2012_03_13_04564.g18949.t1 CBREN.CBN31825 CBRIG.CBG03367 CCAST.g19539.t1 CDOUG.g6527.t1 CELEG.Y67D8C.9b CJAPO.CJA08293b CKAMA.g18264.t1 CLATE.FL83_04778-RA CMONO.g13867.t1 CNOUR.g14999.t1 CPLIC.g8069.t1 CREMA.FL82_03695-RA CSINI.Csp5_scaffold_00058.g2869.t1 CSP21.g14216.t1 CSP26.g7059.t2 CSP28.g2445.t1 CSP29.g6781.t1 CSP31.g21476.t1 CSP32.g17466.t1 CSP34.Sp34_40246200.t1 CSP38.g19654.t1 CSP39.g1925.t1 CSP40.g17177.t1 CTROP.Csp11.Scaffold604.g5535.t2 CVIRI.g3496.t1 DCORO.DCO_002957
OG0005740: CAFRA.g2466.t1 CANGA.Cang_2012_03_13_00353.g9632.t1 CBREN.CBN30357 CBRIG.CBG12215 CCAST.g14176.t1 CDOUG.g7340.t2 CELEG.Y106G6E.6 CJAPO.CJA15800 CKAMA.g7806.t1 CLATE.FL83_18857-RA CMONO.g20018.t2 CNOUR.g6686.t1 CPLIC.g6192.t1 CREMA.FL82_23168-RA CSINI.Csp5_scaffold_01740.g22839.t2 CSP21.g9314.t1 CSP26.g2435.t2 CSP28.g8550.t1 CSP29.g10281.t1 CSP31.g7219.t1 CSP32.g8624.t1 CSP34.Sp34_10184910.t1 CSP38.g22089.t1 CSP39.g5639.t1 CSP40.g21009.t1 CTROP.Csp11.Scaffold629.g11642.t1 CVIRI.g10582.t1 DCORO.DCO_010655
OG0005770: CAFRA.g3045.t1 CANGA.Cang_2012_03_13_00606.g12711.t1 CBREN.CBN03018 CBRIG.CBG11570 CCAST.g19202.t1 CDOUG.g9745.t1 CELEG.C01G10.7 CJAPO.CJA19367 CKAMA.g7736.t1 CLATE.FL83_09744-RA CMONO.g15046.t1 CNOUR.g15385.t1 CPLIC.g10854.t1 CREMA.FL82_20969-RA CSINI.Csp5_scaffold_00006.g435.t1 CSP21.g13858.t1 CSP26.g20600.t1 CSP28.g6656.t1 CSP29.g17294.t1 CSP31.g22534.t1 CSP32.g11811.t1 CSP34.Sp34_50266600.t1 CSP38.g7539.t1 CSP39.g23859.t1 CSP40.g23741.t1 CTROP.Csp11.Scaffold629.g15837.t1 CVIRI.g14770.t1 DCORO.DCO_015177
OG0005771: CAFRA.g3047.t1 CANGA.Cang_2012_03_13_00606.g12709.t2 CBREN.CBN11102 CBRIG.CBG11572 CCAST.g19200.t1 CDOUG.g9747.t1 CELEG.C01G10.9 CJAPO.CJA06910a CKAMA.g7738.t1 CLATE.FL83_09748-RA CMONO.g19564.t1 CNOUR.g15387.t1 CPLIC.g10852.t1 CREMA.FL82_20967-RA CSINI.Csp5_scaffold_00006.g437.t1 CSP21.g8860.t1 CSP26.g20598.t1 CSP28.g6658.t1 CSP29.g17296.t1 CSP31.g22536.t1 CSP32.g11809.t1 CSP34.Sp34_50266900.t1 CSP38.g7541.t1 CSP39.g15806.t1 CSP40.g23743.t1 CTROP.Csp11.Scaffold629.g15839.t1 CVIRI.g14768.t1 DCORO.DCO_014195
OG0005775: CAFRA.g3067.t1 CANGA.Cang_2012_03_13_00953.g15101.t1 CBREN.CBN01636 CBRIG.CBG11579 CCAST.g8968.t1 CDOUG.g9756.t1 CELEG.C25D7.6 CJAPO.CJA00803 CKAMA.g7746.t1 CLATE.FL83_21999-RA CMONO.g8344.t1 CNOUR.g6927.t1 CPLIC.g12706.t1 CREMA.FL82_20959-RA CSINI.Csp5_scaffold_00006.g444.t2 CSP21.g1561.t1 CSP26.g17947.t1 CSP28.g618.t1 CSP29.g17273.t1 CSP31.g1138.t1 CSP32.g17265.t1 CSP34.Sp34_50267710.t1 CSP38.g22035.t1 CSP39.g2924.t1 CSP40.g4001.t1 CTROP.Csp11.Scaffold629.g15849.t1 CVIRI.g14432.t1 DCORO.DCO_004755
OG0005777: CAFRA.g3083.t1 CANGA.Cang_2012_03_13_01212.g15990.t1 CBREN.CBN18845 CBRIG.CBG11595 CCAST.g230.t1 CDOUG.g9771.t1 CELEG.T01C3.1 CJAPO.CJA00713 CKAMA.g294.t1 CLATE.FL83_16669-RA CMONO.g8430.t1 CNOUR.g6942.t1 CPLIC.g3979.t1 CREMA.FL82_16085-RA CSINI.Csp5_scaffold_00817.g15747.t1 CSP21.g5859.t1 CSP26.g15528.t1 CSP28.g632.t1 CSP29.g17259.t1 CSP31.g1159.t1 CSP32.g17696.t1 CSP34.Sp34_50344700.t1 CSP38.g17187.t1 CSP39.g2940.t1 CSP40.g23713.t1 CTROP.Csp11.Scaffold629.g15867.t2 CVIRI.g1237.t1 DCORO.DCO_011669
OG0005780: CAFRA.g3455.t3 CANGA.Cang_2012_03_13_00286.g8520.t1 CBREN.CBN31555 CBRIG.CBG05574 CCAST.g9505.t1 CDOUG.g15195.t3 CELEG.F38A6.2a CJAPO.CJA13074 CKAMA.g3754.t1 CLATE.FL83_18050-RC CMONO.g6188.t1 CNOUR.g7208.t1 CPLIC.g10797.t1 CREMA.FL82_12944-RA CSINI.Csp5_scaffold_02593.g27159.t3 CSP21.g1251.t2 CSP26.g2432.t1 CSP28.g7488.t1 CSP29.g19808.t1 CSP31.g3450.t1 CSP32.g13697.t2 CSP34.Sp34_50401610.t1 CSP38.g10019.t1 CSP39.g21921.t2 CSP40.g23452.t1 CTROP.Csp11.Scaffold630.g21844.t1 CVIRI.g8985.t1 DCORO.DCO_003995
OG0005781: CAFRA.g3472.t1 CANGA.Cang_2012_03_13_00693.g13493.t1 CBREN.CBN11961 CBRIG.CBG05626 CCAST.g11434.t1 CDOUG.g27043.t1 CELEG.F53F8.5 CJAPO.CJA16352a CKAMA.g16698.t1 CLATE.FL83_18043-RA CMONO.g17252.t1 CNOUR.g17156.t2 CPLIC.g12986.t1 CREMA.FL82_12937-RA CSINI.Csp5_scaffold_00018.g1146.t1 CSP21.g8273.t1 CSP26.g13534.t1 CSP28.g298.t1 CSP29.g18333.t1 CSP31.g13995.t1 CSP32.g13683.t1 CSP34.Sp34_50400800.t1 CSP38.g4003.t1 CSP39.g18119.t1 CSP40.g3830.t1 CTROP.Csp11.Scaffold630.g21835.t1 CVIRI.g7861.t1 DCORO.DCO_017081
OG0005783: CAFRA.g3487.t1 CANGA.Cang_2012_03_13_00736.g13786.t2 CBREN.CBN03976 CBRIG.CBG13402 CCAST.g18401.t1 CDOUG.g9388.t1 CELEG.ZK945.1 CJAPO.CJA13892 CKAMA.g12769.t1 CLATE.FL83_12765-RA CMONO.g5421.t1 CNOUR.g7534.t1 CPLIC.g12902.t1 CREMA.FL82_05918-RA CSINI.Csp5_scaffold_00609.g13519.t1 CSP21.g977.t1 CSP26.g14362.t1 CSP28.g15197.t1 CSP29.g8161.t1 CSP31.g27319.t1 CSP32.g4391.t1 CSP34.Sp34_20209400.t1 CSP38.g9201.t1 CSP39.g28974.t1 CSP40.g4972.t1 CTROP.Csp11.Scaffold629.g7945.t1 CVIRI.g3604.t1 DCORO.DCO_010869
OG0005797: CAFRA.g3684.t2 CANGA.Cang_2012_03_13_00354.g9641.t2 CBREN.CBN01133 CBRIG.CBG03206 CCAST.g13306.t3 CDOUG.g9530.t1 CELEG.B0457.1a CJAPO.CJA16988a CKAMA.g5920.t1 CLATE.FL83_09299-RA CMONO.g16656.t1 CNOUR.g5957.t1 CPLIC.g4039.t1 CREMA.FL82_05521-RA CSINI.Csp5_scaffold_00010.g732.t2 CSP21.g125.t1 CSP26.g12525.t1 CSP28.g1976.t1 CSP29.g8274.t1 CSP31.g16934.t2 CSP32.g9385.t2 CSP34.Sp34_20307800.t1 CSP38.g17991.t3 CSP39.g27952.t1 CSP40.g22379.t1 CTROP.Csp11.Scaffold630.g20698.t1 CVIRI.g11044.t1 DCORO.DCO_003485
OG0005802: CAFRA.g3717.t1 CANGA.Cang_2012_03_13_00104.g4429.t1 CBREN.CBN13143 CBRIG.CBG00673 CCAST.g2910.t1 CDOUG.g7282.t1 CELEG.K01C8.9 CJAPO.CJA14307 CKAMA.g1864.t1 CLATE.FL83_08728-RA CMONO.g4768.t1 CNOUR.g16573.t1 CPLIC.g14332.t1 CREMA.FL82_06035-RA CSINI.Csp5_scaffold_00320.g9343.t1 CSP21.g16210.t1 CSP26.g31.t1 CSP28.g1902.t1 CSP29.g6190.t1 CSP31.g16835.t1 CSP32.g2014.t1 CSP34.Sp34_20137500.t1 CSP38.g16912.t1 CSP39.g9643.t1 CSP40.g19300.t1 CTROP.Csp11.Scaffold629.g8241.t1 CVIRI.g10125.t1 DCORO.DCO_008201
OG0005805: CAFRA.g3754.t1 CANGA.Cang_2012_03_13_00305.g8887.t1 CBREN.CBN02666 CBRIG.CBG00560 CCAST.g16530.t1 CDOUG.g20054.t1 CELEG.F54C9.6a.1 CJAPO.CJA04708 CKAMA.g7975.t1 CLATE.FL83_04608-RA CMONO.g4720.t1 CNOUR.g16499.t1 CPLIC.g6124.t1 CREMA.FL82_06128-RA CSINI.Csp5_scaffold_01039.g17828.t1 CSP21.g14191.t1 CSP26.g10701.t1 CSP28.g1995.t1 CSP29.g6256.t1 CSP31.g16752.t1 CSP32.g4253.t1 CSP34.Sp34_20247100.t1 CSP38.g7674.t1 CSP39.g14210.t1 CSP40.g12869.t1 CTROP.Csp11.Scaffold630.g21355.t1 CVIRI.g12934.t1 DCORO.DCO_010789
